City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,beau vallon,-20.4189,57.6953,26.13,83,75,1.03,MU,1706667370
363,nelson,-41.2833,173.2833,24.05,61,0,1.79,NZ,1706667370
364,anna,51.4842,40.4299,-4.37,97,100,1.68,RU,1706667371
365,hilo,19.7297,-155.09,29.03,73,0,2.57,US,1706667160
366,east london,-33.0153,27.9116,22.13,87,98,5.07,ZA,1706667371
367,laghouat,33.8,2.8651,8.65,76,100,1.23,DZ,1706667372
368,minas de marcona,-15.2119,-75.1103,18.99,81,100,4.76,PE,1706667372
369,nar'yan-mar,67.6713,53.087,-6.05,92,58,4.92,RU,1706667372
370,akrehamn,59.2667,5.1833,4.12,93,100,6.17,NO,1706667372
371,san patricio,28.017,-97.5169,16.02,60,100,3.1,US,1706667372
372,bel ombre,-4.6167,55.4167,27.91,78,20,3.09,SC,1706667372
373,barra do corda,-5.5,-45.25,24.07,86,7,0.63,BR,1706667373
374,ancud,-41.8697,-73.8203,14.34,94,100,2.01,CL,1706667373
375,miri,4.4148,114.0089,30.08,79,40,3.09,MY,1706667373
376,itamaraca,-7.7478,-34.8256,28.03,73,2,2.74,BR,1706667373
377,kapoeta,4.7717,33.5903,27.12,47,99,0.53,SS,1706667374
378,kiselevsk,53.99,86.6621,-23.01,100,95,0.9,RU,1706667374
379,chiredzi,-21.05,31.6667,20.69,90,41,2.47,ZW,1706667374
380,awjilah,29.1081,21.2869,8.43,79,6,5.29,LY,1706667374
381,xapuri,-10.6517,-68.5044,24.57,91,100,0.38,BR,1706667374
382,olinda,-8.0089,-34.8553,27.85,69,20,3.09,BR,1706667374
383,mossel bay,-34.1831,22.146,18.96,90,79,0.63,ZA,1706667375
384,wenling,28.3669,121.36,14.3,87,98,1.88,CN,1706667375
385,bumba,2.1833,22.4667,24.54,46,100,0.77,CD,1706667373
386,paita,-5.0892,-81.1144,24.21,84,100,4.93,PE,1706667375
387,el nido,11.1858,119.3956,27.52,70,61,4.68,PH,1706667376
388,ponta delgada,37.7333,-25.6667,15.4,88,75,2.06,PT,1706667376
389,tataouine,32.9297,10.4518,9.08,78,5,1.36,TN,1706667376
390,challapata,-18.9,-66.7667,10.75,66,50,4.47,BO,1706667376
391,vyazemskiy,47.5378,134.7525,-16.58,90,100,2.11,RU,1706667376
392,kuching,1.55,110.3333,28.9,89,20,1.54,MY,1706667377
393,tenenkou,14.4572,-4.9169,20.84,16,87,4.69,ML,1706667377
394,margate,51.3813,1.3862,6.84,90,100,0.45,GB,1706667377
395,kalmunai,7.4167,81.8167,24.95,89,9,2.59,LK,1706667377
396,sambava,-14.2667,50.1667,24.52,89,97,2.24,MG,1706667377
397,dunedin,-45.8742,170.5036,18.78,80,53,2.24,NZ,1706667377
398,yatou,37.15,122.3833,5.31,82,96,2.29,CN,1706667378
399,chibougamau,49.9168,-74.3659,-9.21,86,0,3.09,CA,1706667378
400,kirensk,57.7853,108.1119,-37.24,99,49,0.89,RU,1706667378
401,rongelap,11.1635,166.8941,25.9,75,100,8.56,MH,1706667378
402,alice springs,-23.7,133.8833,36.79,12,79,8.75,AU,1706667378
403,puerto escondido,15.85,-97.0667,27.46,74,20,1.03,MX,1706667099
404,nema,57.5067,50.5011,-5.35,92,50,4.15,RU,1706667379
405,qulsary,46.9531,54.0198,-3.47,94,100,7.84,KZ,1706667379
406,papao,-17.75,-149.55,29.81,83,72,3.27,PF,1706667359
407,gadzhiyevo,69.2551,33.3362,1.35,77,100,14.59,RU,1706667380
408,mont-dore,-22.2833,166.5833,30.99,65,70,4.83,NC,1706667380
409,mohr,54.3528,9.7167,5.08,96,100,9.26,DE,1706667380
410,karatuzskoye,53.6072,92.8667,-24.79,100,98,0.45,RU,1706667380
411,nainpur,22.4333,80.1167,15.83,43,100,1.17,IN,1706667380
412,general pinedo,-27.3167,-61.2833,27.77,60,0,0.89,AR,1706667386
413,freetown,8.484,-13.2299,25.84,83,20,4.63,SL,1706667386
414,champerico,14.3,-91.9167,26.21,71,5,2.69,GT,1706667386
415,kaliua,-5.0606,31.7936,18.7,95,100,1.72,TZ,1706667386
416,nacozari viejo,30.4,-109.65,10.62,90,100,1.15,MX,1706667386
417,north battleford,52.7834,-108.2847,2.45,75,96,4.12,CA,1706667192
418,mount pearl,47.5166,-52.7813,-5.38,84,100,7.72,CA,1706667387
419,mili,6.0815,171.735,26.73,85,100,5.73,MH,1706667387
420,radeburg,51.2152,13.7281,7.02,49,75,5.14,DE,1706667387
421,santarem,-2.4431,-54.7083,25.07,100,0,1.03,BR,1706667387
422,ketou,7.3633,2.5998,25.36,73,6,1.0,BJ,1706667387
423,santa croce camerina,36.8289,14.5268,4.82,87,63,2.06,IT,1706667388
424,morehead city,34.7229,-76.726,8.89,86,100,2.06,US,1706667254
425,wenatchee,47.4235,-120.3103,7.21,96,100,1.54,US,1706667150
426,katiola,8.1333,-5.1,26.35,25,17,1.38,CI,1706667388
427,hadibu,12.65,54.0333,23.68,77,87,1.28,YE,1706667388
428,ad-damazin,11.7891,34.3592,22.59,21,68,3.83,SD,1706667388
429,alaghsas,17.0187,8.0168,18.09,24,15,8.55,NE,1706667388
430,naryn,41.4287,75.9911,-12.22,91,100,2.28,KG,1706667389
431,kawalu,-7.3817,108.2082,24.76,90,100,0.98,ID,1706667389
432,isla vista,34.4133,-119.861,18.58,78,0,4.12,US,1706667389
433,brookings,44.3114,-96.7984,1.32,93,0,3.6,US,1706667389
434,nchelenge,-9.3451,28.734,20.64,90,78,1.76,ZM,1706667389
435,rurrenabaque,-14.4413,-67.5278,23.36,99,100,0.77,BO,1706667390
436,elkins,38.9259,-79.8467,4.6,86,100,2.06,US,1706667390
437,rio grande,-32.035,-52.0986,20.82,88,23,3.35,BR,1706667390
438,cacheu,12.2706,-16.1658,23.05,29,100,2.55,GW,1706667390
439,macouria,4.9167,-52.3667,25.97,94,75,2.57,GF,1706667391
440,manokwari,-0.8667,134.0833,28.24,74,92,1.88,ID,1706667391
441,homocea,46.1333,27.2333,-3.32,74,9,2.31,RO,1706667391
442,kansanshi,-12.0951,26.4273,16.2,95,32,0.77,ZM,1706667391
443,dieppe,49.75,1.1667,5.74,88,100,1.25,FR,1706667391
444,bwizibwera,-0.5917,30.6286,18.42,74,100,0.51,UG,1706667391
445,taltal,-25.4,-70.4833,21.53,80,15,2.33,CL,1706667392
446,wapi pathum,15.8452,103.3768,28.31,49,15,2.08,TH,1706667392
447,prince george,53.9166,-122.753,1.27,85,0,0.0,CA,1706667392
448,glasgow,55.8652,-4.2576,7.34,81,100,10.29,GB,1706667392
449,vimmerby,57.6659,15.8552,5.53,96,100,3.76,SE,1706667392
450,shagonar,51.5333,92.8,-27.86,97,99,0.82,RU,1706667392
451,molde,62.7375,7.1591,5.91,56,100,8.75,NO,1706667393
452,port-vila,-17.7338,168.3219,28.78,74,75,4.12,VU,1706667393
453,ilam,26.9167,87.9167,5.78,59,2,1.6,NP,1706667393
454,yorkton,51.2167,-102.4677,5.91,70,20,5.66,CA,1706667328
455,pacific grove,36.6177,-121.9166,14.54,88,0,6.71,US,1706667393
456,tabuk,17.4189,121.4443,24.41,68,27,2.32,PH,1706667393
457,codrington,-38.2667,141.9667,19.94,57,1,5.8,AU,1706667393
458,hastings,50.8552,0.5729,7.51,33,24,0.22,GB,1706667394
459,tangalle,6.024,80.7911,24.09,89,51,1.97,LK,1706667394
460,verkhovazh'ye,60.7472,42.0465,-4.36,87,20,3.93,RU,1706667394
461,mo i rana,66.3128,14.1428,2.4,93,100,1.03,NO,1706667095
462,nadi,-17.8,177.4167,29.0,84,75,4.12,FJ,1706667394
463,tofol,5.3248,163.0078,29.88,74,75,6.17,FM,1706667394
464,eastham,41.8301,-69.9739,-1.99,70,100,1.34,US,1706667395
465,merritt,50.1123,-120.7942,6.29,86,100,2.24,CA,1706667395
466,amfissa,38.525,22.3731,4.84,90,55,3.82,GR,1706667395
467,ugoofaaru,5.6667,73.0,27.13,77,100,3.77,MV,1706667395
468,fort st. john,56.2499,-120.8529,5.94,56,20,6.69,CA,1706667395
469,kapa'a,22.0752,-159.319,24.5,75,75,2.06,US,1706667396
470,lesnoy,57.6198,63.0784,-9.1,96,100,2.44,RU,1706667396
471,queenstown,-31.8976,26.8753,19.46,89,100,0.65,ZA,1706667396
472,kushiro,42.975,144.3747,-2.47,68,75,1.03,JP,1706667396
473,necochea,-38.5473,-58.7368,19.7,92,81,2.41,AR,1706667382
474,bijar,35.8668,47.6051,-4.27,89,100,3.11,IR,1706667396
475,ta`u,-14.2336,-169.5144,29.1,73,82,3.51,AS,1706667396
476,arkhangel'sk,64.5401,40.5433,0.07,80,20,5.0,RU,1706667397
477,ilheus,-14.7889,-39.0494,23.93,91,18,2.17,BR,1706667397
478,musan-up,42.2261,129.2078,-2.21,61,75,4.4,KP,1706667397
479,vila franca do campo,37.7167,-25.4333,15.23,89,60,2.35,PT,1706667397
480,hawera,-39.5917,174.2833,21.09,65,71,5.48,NZ,1706667397
481,usogorsk,63.4106,48.6872,-4.63,96,95,2.76,RU,1706667397
482,wenchang,30.904,118.4887,11.9,90,100,1.98,CN,1706667398
483,mount darwin,-16.7725,31.5838,19.51,79,83,0.97,ZW,1706667398
484,biltine,14.5333,20.9167,18.78,23,0,6.58,TD,1706667398
485,luderitz,-26.6481,15.1594,18.44,84,0,3.57,NA,1706667398
486,revelstoke,50.9832,-118.2023,2.01,100,100,0.0,CA,1706667398
487,mana,5.6592,-53.7767,25.71,85,30,4.41,GF,1706667399
488,den helder,52.9599,4.7593,6.1,77,100,4.47,NL,1706667399
489,akobo,7.4344,3.9497,25.75,83,17,1.03,NG,1706667399
490,dalnegorsk,44.5604,135.5701,-2.44,89,100,0.89,RU,1706667399
491,caleta de carquin,-11.0925,-77.6267,23.93,82,100,3.53,PE,1706667399
492,kalymnos,36.95,26.9833,10.74,57,40,3.6,GR,1706667399
493,zeya,53.75,127.2667,-25.84,90,100,0.76,RU,1706667330
494,isiro,2.7739,27.616,19.03,50,100,1.31,CD,1706667400
495,georgievka,49.3314,81.5761,-12.7,88,100,3.99,KZ,1706667400
496,sala,34.0389,-6.8166,10.38,93,6,0.0,MA,1706667179
497,rio gallegos,-51.6226,-69.2181,14.03,44,0,6.69,AR,1706667400
498,jackson,42.4165,-122.8345,18.81,44,40,10.8,US,1706667224
499,port lincoln,-34.7333,135.8667,19.64,58,0,5.66,AU,1706667400
500,chemolgan,43.1897,76.5292,-5.19,95,100,0.87,KZ,1706667400
501,sittwe,20.15,92.9,18.31,53,2,2.52,MM,1706667401
502,camocim,-2.9022,-40.8411,26.37,88,18,3.85,BR,1706667401
503,timbuktu,16.7735,-3.0074,19.19,15,2,4.7,ML,1706667393
504,selfoss,63.9331,-20.9971,-3.42,71,99,6.44,IS,1706667401
505,boa vista,2.8197,-60.6733,26.99,69,20,2.57,BR,1706667401
506,borgarnes,64.5383,-21.9206,-1.97,75,100,4.68,IS,1706667401
507,sarangani,5.4033,125.4636,25.58,87,100,4.28,PH,1706667402
508,ixtapa,20.7,-105.2,24.57,78,75,1.54,MX,1706667402
509,christchurch,-43.5333,172.6333,24.74,59,0,11.32,NZ,1706667150
510,mohammedia,33.7066,-7.3944,16.96,66,20,1.54,MA,1706667402
511,san jose de jachal,-30.2406,-68.7469,29.25,31,63,3.15,AR,1706667402
512,villa gesell,-37.2639,-56.973,20.59,74,67,5.61,AR,1706667402
513,sirjan,29.452,55.6814,6.8,59,2,2.36,IR,1706667402
514,lobito,-12.3481,13.5456,25.63,90,100,3.34,AO,1706667403
515,gazli,40.1333,63.45,-1.47,61,100,2.7,UZ,1706667403
516,idri,27.5,13.2667,7.68,59,0,4.24,LY,1706667403
517,ganjam,19.3833,85.0667,21.76,76,16,3.06,IN,1706667403
518,sultanah,24.4926,39.5857,12.25,32,0,0.0,SA,1706667403
519,el obeid,13.1842,30.2167,14.59,23,8,5.06,SD,1706667403
520,mandiana,10.6333,-8.6833,23.63,19,98,2.4,GN,1706667403
521,jayapura,-2.5333,140.7,30.66,73,99,3.14,ID,1706667403
522,chanute,37.6792,-95.4572,7.12,75,0,1.54,US,1706667173
523,natal,-5.795,-35.2094,27.12,83,20,2.06,BR,1706667404
524,huanuco,-9.9329,-76.2415,19.35,89,100,0.46,PE,1706667404
525,okhotsk,59.3833,143.3,-19.78,80,59,5.43,RU,1706667404
526,maralal,1.0968,36.698,16.51,65,100,1.94,KE,1706667404
527,ono,34.85,134.9333,10.71,54,92,1.17,JP,1706667404
528,ekibastuz,51.6667,75.3667,-10.46,90,100,3.5,KZ,1706667404
529,olonets,60.9847,32.9698,-5.14,97,100,2.48,RU,1706667405
530,barra do garcas,-15.89,-52.2567,24.67,68,78,0.59,BR,1706667405
531,santa marta de ortigueira,43.6833,-7.85,11.73,80,89,1.81,ES,1706667405
532,manakara,-22.1333,48.0167,22.39,89,99,3.4,MG,1706667405
533,conception bay south,47.4999,-52.9981,-4.75,84,79,5.82,CA,1706667305
534,peterhead,57.5058,-1.7981,5.25,81,100,9.93,GB,1706667405
535,san luis de la loma,17.2706,-100.8939,25.12,78,100,1.42,MX,1706667405
536,belmonte,-15.8631,-38.8828,25.66,86,64,4.15,BR,1706667406
537,narrabri,-30.3167,149.7833,33.62,54,55,0.89,AU,1706667406
538,port isabel,26.0734,-97.2086,17.23,85,0,3.09,US,1706667406
539,agadez,19.75,10.25,12.12,39,0,5.41,NE,1706667406
540,ceeldheer,3.8488,47.1806,23.94,81,100,5.85,SO,1706667406
541,sarupathar,26.1984,93.8094,15.37,60,3,0.85,IN,1706667406
542,lhokseumawe,5.1801,97.1507,26.89,77,34,1.86,ID,1706667182
543,launceston,-41.45,147.1667,23.42,37,40,4.12,AU,1706667406
544,andergrove,-21.0833,149.1833,34.8,69,81,1.61,AU,1706667407
545,coahuayana de hidalgo,18.7,-103.6583,24.18,87,100,1.03,MX,1706667407
546,viedma,-40.8135,-62.9967,23.96,62,2,3.92,AR,1706667374
547,hit,33.6416,42.8251,9.07,79,7,2.68,IQ,1706667407
548,taybad,34.74,60.7756,0.9,70,73,6.36,IR,1706667407
549,domna,51.8971,113.1573,-31.91,68,20,0.0,RU,1706667407
550,comodoro rivadavia,-45.8667,-67.5,23.92,33,0,11.32,AR,1706667407
551,semey,50.4111,80.2275,-8.88,79,75,2.0,KZ,1706667408
552,gorgan,36.8387,54.4348,2.98,81,75,3.09,IR,1706667408
553,puerto colombia,10.9878,-74.9547,25.75,86,63,11.76,CO,1706667408
554,ribeira brava,32.65,-17.0667,18.35,64,86,1.01,PT,1706667408
555,massawa,15.6097,39.45,24.24,71,100,3.77,ER,1706667408
556,popondetta,-8.7537,148.2534,32.97,57,58,2.17,PG,1706667408
557,trairi,-3.2778,-39.2689,26.86,81,5,3.73,BR,1706667408
558,santiago de cao,-7.9589,-79.2392,24.07,83,100,4.12,PE,1706667409
559,sint michiel liber,12.15,-68.9833,26.9,89,40,5.14,CW,1706667409
560,vernon,50.2581,-119.2691,7.94,93,100,1.03,CA,1706667409
